arc_uid,source,target,interior_flag,edge_uid,child_block_uid,parent_block_uid,leftrightflag,street_uid
2054611,11663,17974,0,1627233,321063,16321,R,79888
2047667,18474,1774,0,1618475,1174801,17565,L,205101
2047667,1774,18474,0,1618474,318975,17565,R,205101
2120366,19729,10804,0,1907540,339530,16378,L,319121
2120366,10804,19729,0,1907536,854129,16378,R,319121
4705532,8953,12527,0,7551796,1028925,16562,L,526672
4705532,12527,8953,0,7551797,882374,16555,R,526672
4068648,4809,17660,0,8539401,1000405,17611,L,207813
4068648,17660,4809,0,8539402,1210569,17446,R,207813
3499110,21132,8137,0,5263225,317370,16883,L,209888
3499110,8137,21132,0,5263818,317383,16882,R,209888
5611807,7919,6495,0,9664434,1174819,17212,R,88895
5611807,6495,7919,0,9664433,816150,17212,L,88895
5261320,15955,15338,0,9988926,1114513,16461,L,603831
5261320,15338,15955,0,9988927,1114511,16461,R,603831
3311342,15310,7515,0,6767725,339449,16537,L,80798
3311342,7515,15310,0,6767726,1005627,16537,R,80798
2044537,5652,15205,0,1613740,999183,16820,L,251841
2044537,15205,5652,0,1613682,1210552,16820,R,251841
2022181,6548,18068,0,1585048,311232,17626,L,184777
2022181,18068,6548,0,1585029,311208,17626,R,184777
2039610,13590,3688,0,1644515,316139,17287,L,238609
2039610,3688,13590,0,1644514,316171,17287,R,238609
5866349,17395,20741,0,10573872,1086877,17432,L,101592
5866349,20741,17395,0,10573873,1086877,17432,R,101592
5902026,19131,6772,0,10663774,1210464,16490,L,648906
5902026,6772,19131,0,10663775,1210466,16490,R,648906
2042377,15360,10887,0,8268724,317066,17255,L,604255
2042377,10887,15360,0,8268725,1067779,17255,R,604255
3659275,9389,1246,0,7264329,1154953,16693,R,303314
3659275,1246,9389,0,7264328,1005061,16693,L,303314
2038094,9361,4567,0,1605828,315635,17364,R,126234
2038094,4567,9361,0,1605829,883138,17266,L,126234
4607831,8185,5373,0,7293380,996496,16851,L,25645
4607831,5373,8185,0,7293381,1000301,16630,R,25645
2053749,9524,3288,0,1626344,320770,16702,L,57412
2053749,3288,9524,0,1626342,1154960,16784,R,57412
3659331,19135,6008,0,5905020,316114,17376,L,77064
3659331,6008,19135,0,5905021,316180,17376,R,77064
4687139,15944,3306,0,7475228,996423,17501,L,291572
4687139,3306,15944,0,7475229,1154791,17476,R,291572
2040653,22744,15244,0,1608898,316470,17236,L,129248
2040653,15244,22744,0,1608812,316425,17222,R,129248
4583437,16677,6769,0,7237984,994857,17227,L,373440
4583437,6769,16677,0,7237983,1043577,17227,R,373440
4583380,10593,3840,0,7237197,741840,17327,L,198167
4583380,3840,10593,0,7237198,741844,17322,R,198167
2056191,12375,10322,0,1628570,321451,16291,L,264879
2056191,10322,12375,0,1628542,321409,16291,R,264879
4582820,22622,15881,0,7223643,339778,16304,L,57595
2119997,7072,755,0,1905420,339391,16532,L,336445
2119997,755,7072,0,1906826,340006,16532,R,336445
2121001,14904,3364,0,1906495,339747,16320,L,316671
2121001,3364,14904,0,1906494,339671,50143,R,316671
4053678,16711,20159,0,6434835,887196,17041,L,221373
4053678,20159,16711,0,6434836,1085836,17056,R,221373
2037800,8865,1325,0,1605486,315559,17273,L,83117
2037800,1325,8865,0,1605483,315610,17273,R,83117
2057239,15298,659,1,1635569,999074,16334,L,157362
2057239,659,15298,1,1635568,999074,16334,R,157362
4579827,4717,3601,0,7223821,311595,17629,L,123794
4579827,3601,4717,0,7223822,311555,17613,R,123794
2039278,2138,21829,0,1644474,316035,17343,L,274884
2039278,21829,2138,0,1644473,316053,17343,R,274884
3882986,399,13261,0,6223903,997592,17227,L,222879
3882986,13261,399,0,6223904,1000369,17227,R,222879
2047633,3718,2815,0,1618426,956187,16766,L,400567
2047633,2815,3718,0,1618425,318932,16766,R,400567
2041501,12447,13321,0,1609845,316756,17241,L,222879
2041501,13321,12447,0,1609844,316815,17231,R,222879
2042870,22222,7044,0,1611237,317232,16996,R,318785
2042870,7044,22222,0,1611238,317251,16996,L,318785
4576105,1083,8773,0,7228249,1154949,17070,L,0
4576105,8773,1083,0,7228250,1154949,17070,R,0
4579212,13216,4493,0,7234328,1154821,17477,L,386449
4579212,4493,13216,0,7234327,1154821,17477,R,386449
4578439,18308,16642,0,7229001,1210580,17305,L,0
4578439,16642,18308,0,7229002,1210580,17305,R,0
2043570,22742,5040,0,1612259,317501,16879,L,62762
2043570,5040,22742,0,1612213,1077666,16990,R,62762
5554314,13965,6730,0,9531086,1147335,16403,L,214100
5554314,6730,13965,0,9531087,1147337,16411,R,214100
2046555,5014,12559,0,1616946,956191,16847,R,339187
2046555,12559,5014,0,1616949,318601,16847,L,339187
5900720,15468,17224,1,10661392,1005062,16517,L,648608
5900720,17224,15468,1,10661393,1005062,16517,R,648608
5902041,7278,20697,0,10663798,1210470,16490,L,648909
5902041,20697,7278,0,10663799,1210468,16490,R,648909
2046823,1863,3043,0,1617338,318597,16847,L,209150
2046823,3043,1863,0,1617337,318686,17118,R,209150
4576820,2334,16872,0,7235023,997181,17135,L,25645
4576820,16872,2334,0,7235024,1000276,16675,R,25645
2033794,9032,11133,0,1601374,314389,17601,L,178537
2033794,11133,9032,0,1601373,314398,17603,R,178537
2036843,2461,4536,0,2744309,1201373,17539,L,0
2036843,4536,2461,0,2744310,1201373,17539,R,0
4575574,5689,18593,0,7238527,1147348,16271,L,0
4575574,18593,5689,0,7238528,1147348,16271,R,0
2045967,18884,653,0,1615881,318387,16814,L,380698
2045967,653,18884,0,1616039,318393,16815,R,380698
2057560,8558,4432,0,1629656,999410,16317,R,415626
2057560,4432,8558,0,1629657,321802,16317,L,415626
3147646,9297,6001,0,4306762,321322,16488,L,377848
3147646,6001,9297,0,4306763,715064,16488,R,377848
2048700,15143,3146,0,1619886,319306,16839,L,140320
2048700,3146,15143,0,1619885,319250,16837,R,140320
2119303,15202,17401,0,1907746,339624,16229,L,243567
2119303,17401,15202,0,1907745,339627,16229,R,243567
4584678,20493,17718,0,7221873,335714,50148,L,296145
4584678,17718,20493,0,7221874,1087288,50143,R,296145
2045545,4915,20792,0,1615328,318280,16814,L,60378
2045545,20792,4915,0,1615327,794294,16814,R,60378
4575037,6755,18563,0,7234816,1042102,16232,L,476893
2044990,700,16101,0,1614446,318035,17184,L,170282
2044990,16101,700,0,1614445,318064,17184,R,170282
2120302,21215,184,0,1908197,339516,16552,R,374852
2120302,184,21215,0,1908191,339478,16552,L,374852
2053118,14397,3201,0,1625694,320578,16480,L,184909
2053118,3201,14397,0,1625693,320649,16480,R,184909
4577194,9125,2223,0,7234840,319028,16842,L,111126
4577194,2223,9125,0,7234839,318905,17066,R,111126
4577629,8477,2452,0,7235446,318265,17125,L,413831
4577629,2452,8477,0,7235445,318220,16854,R,413831
4798735,15636,10138,1,7796884,1210452,16442,L,542571
4798735,10138,15636,1,7796885,1210452,16442,R,542571
2046783,11171,9762,0,1644858,318499,17586,R,157718
2046783,9762,11171,0,1644859,1174767,17561,L,157718
5536269,7444,4912,0,9484128,317884,16859,L,80164
5536269,4912,7444,0,9484129,317885,16859,R,80164
2055114,18973,2285,0,1644941,715014,16542,L,331927
2055114,2285,18973,0,1635582,321162,16542,R,331927
2040650,16524,14720,0,1639677,1210588,17220,L,99945
2040650,14720,16524,0,1639676,316493,17220,R,99945
2053309,5732,19393,0,1626046,320692,16976,L,126493
2053309,19393,5732,0,1625887,320693,16973,R,126493
4579472,550,209,1,7227427,1210232,17415,L,339135
4579472,209,550,1,7227428,1210232,17415,R,339135
2047189,15171,14527,1,1617846,814688,17067,L,57558
2047189,14527,15171,1,1617845,814688,17067,R,57558
2057778,12819,5650,0,1644265,797088,16351,L,44405
2057778,5650,12819,0,1644281,321865,16354,R,44405
4578989,9971,14319,0,7239061,1004953,17267,L,275133
4578989,14319,9971,0,7239062,1004953,17267,R,275133
2055647,11196,22259,0,1635264,321309,16436,L,319073
2055647,22259,11196,0,1635259,772558,16440,R,319073
2056931,8086,17852,0,1629184,321580,16280,L,333889
2056931,17852,8086,0,1629182,843349,16383,R,333889
4576932,17801,8039,0,8274039,319485,16633,R,268510
4576932,8039,17801,0,8274038,319485,16633,L,268510
900196,1772,1663,0,8540473,552231,17495,L,363995
900196,1663,1772,0,8540474,552235,17495,R,363995
4582852,3492,22599,0,7227873,551619,17578,L,474983
2043071,5198,11447,0,2745253,1174789,17165,L,0
2043071,11447,5198,0,2745254,1174789,17165,R,0
3146563,19866,19235,0,4305304,922818,17175,L,207813
3146563,19235,19866,0,4305305,1154857,17175,R,207813
3310543,3944,1983,0,4542558,1174585,16760,L,85345
3310543,1983,3944,0,4542557,742184,16642,R,85345
2033177,9222,6639,0,1600730,314185,17402,L,273286
2033177,6639,9222,0,1631873,920038,17412,R,273286
3498432,236,12667,0,5258126,811628,17467,L,355921
3498432,12667,236,0,5258127,811593,17461,R,355921
2120649,16569,21523,0,1906179,339648,16232,L,411201
2120649,21523,16569,0,1906180,339653,16232,R,411201
2037206,18384,10149,0,1604967,315430,17327,L,63438
2037206,10149,18384,0,1604817,315437,17327,R,63438
3837614,16221,9716,0,6141951,562031,17476,L,54695
3837614,9716,16221,0,6141952,562030,17592,R,54695
2041464,16538,15372,0,1629863,316802,17180,R,398941
2041464,15372,16538,0,1629864,1154873,17180,L,398941
4579929,3651,9514,0,7230217,1174772,17517,L,309749
4579929,9514,3651,0,7230218,1174771,17513,R,309749
2045263,1780,2,0,1614897,318187,17197,L,310076
2045263,2,1780,0,1614770,318160,17197,R,310076
4582175,20556,2376,0,7234397,320512,17577,L,62762
4582175,2376,20556,0,7234398,999012,16499,R,62762
4123258,1683,9278,0,6522244,879033,16252,R,225113
4123258,9278,1683,0,6522243,879020,16252,L,225113
2042412,22310,2137,0,1610762,1067779,17255,L,604256
2042412,2137,22310,0,1610761,317091,17255,R,604256
3983853,15589,20218,0,6336670,1114491,16428,R,112593
3983853,20218,15589,0,6336669,1114502,16409,L,112593
5553671,17148,10740,0,9529398,1210576,17540,L,409901
5553671,10740,17148,0,9529399,1086862,17434,R,409901
2041422,15347,6433,0,1609756,316785,17247,R,233921
2041422,6433,15347,0,1609757,316753,17233,L,233921
2120630,3303,4374,1,1908256,339636,16231,R,301765
2120630,4374,3303,1,1908255,339636,16231,L,301765
4194366,2388,2410,0,8741221,829902,16428,L,111351
4194366,2410,2388,0,8741222,1114491,16428,R,111351
2052472,14975,15141,0,1624933,320414,16808,L,114093
2052472,15141,14975,0,1625026,320449,16681,R,114093
3146823,3305,7363,0,4305734,1201355,16907,L,0
3146823,7363,3305,0,4305735,1201355,16907,R,0
4578594,16560,3722,0,7266267,1000370,17220,R,0
4578594,3722,16560,0,7266266,1000370,17220,L,0
2056321,21184,9956,0,1637367,321418,16325,L,384382
2056321,9956,21184,0,1637357,321425,16325,R,384382
2119872,4988,4904,0,1907046,886118,16543,L,132907
2119872,4904,4988,0,1907021,1147624,16543,R,132907
4580964,13602,22674,0,7238374,1154852,17550,R,409901
4580964,22674,13602,0,7238373,317976,17194,L,409901
2053620,20216,20341,0,1643758,320797,16479,L,85552
2053620,20341,20216,0,1643756,320760,16444,R,85552
2052623,11916,17296,0,1625246,320473,16801,R,289709
2052623,17296,11916,0,1625248,320478,16801,L,289709
5611782,14393,12872,0,9664633,1086916,17389,L,373104
5611782,12872,14393,0,9664634,315658,17333,R,373104
3311167,14696,1101,0,4543333,929024,17051,L,296546
3311167,1101,14696,0,4543334,757649,17051,R,296546
4612538,16974,19213,0,7302886,1174764,17561,L,25645
4612538,19213,16974,0,7302887,1174766,17561,R,25645
4704586,16883,16231,0,7547442,1201432,16501,L,160488
4704586,16231,16883,0,7547443,1028999,16507,R,160488
4575997,10640,8144,0,7232904,1005014,16760,R,123790
4575997,8144,10640,0,7232903,1005014,16760,L,123790
4578630,13047,1956,0,7237426,1043548,17302,L,373104
4578630,1956,13047,0,7237425,1043548,17302,R,373104
4576347,22040,828,0,7238578,1154962,16793,R,0
4576347,828,22040,0,7238577,1043654,16793,L,0
3909556,9765,1128,0,6245086,339674,16287,R,157317
3909556,1128,9765,0,6245085,847661,16287,L,157317
2056546,4708,10415,0,1628706,321519,16350,R,290982
2056546,10415,4708,0,1628793,1147137,16381,L,290982
4576255,5274,20102,0,7230867,1077484,16397,L,415181
4576255,20102,5274,0,7230868,1154423,16574,R,415181
2056352,1472,13618,0,1628671,321496,16418,L,267855
2056352,13618,1472,0,1628668,321461,16486,R,267855
4575679,14553,10779,0,8342560,1042123,16444,L,425078
4575679,10779,14553,0,8342561,1210473,16444,R,425078
4582853,6239,3492,0,7225599,551619,17578,L,474983
2038893,7326,11554,0,1606792,315915,17335,R,519867
2038893,11554,7326,0,1606793,315906,17334,L,519867
2055401,260,8732,0,1635150,321200,16424,R,278437
2055401,8732,260,0,1638702,875447,16409,L,278437
4585505,14686,11644,0,7226349,1174590,16334,L,25622
4585505,11644,14686,0,7226350,1210452,16442,R,25622
3581050,3370,10438,0,6616086,789296,16456,R,72820
3581050,10438,3370,0,6616085,829910,16478,L,72820
3146853,23201,5347,1,4307333,311231,17628,R,184371
3146853,5347,23201,1,4307332,311231,17628,L,184371
4576657,5843,20338,0,8273790,1000271,16902,L,333732
4576657,20338,5843,0,8273791,1043617,16831,R,333732
4585481,6091,4736,0,7241347,996776,17420,L,386449
4585481,4736,6091,0,7241348,1147473,17488,R,386449
4582488,10514,15868,0,7237131,1085839,16382,L,269264
4582488,15868,10514,0,7237132,1076976,16363,R,269264
4582450,11217,4423,0,7233947,1004980,16308,L,254736
4582450,4423,11217,0,7233948,321510,16308,R,254736
4066084,4271,5961,0,6450571,1154430,16264,L,337967
4066084,5961,4271,0,6450572,321063,16321,R,337967
2119934,3972,18074,0,1905396,339994,16533,R,264953
2119934,18074,3972,0,1905360,339997,16532,L,264953
4575254,3898,993,0,7233791,1040550,16382,L,377751
4575254,993,3898,0,7233792,1040550,16382,R,377751
2056425,7168,9204,0,1628723,321518,16450,L,283335
2056425,9204,7168,0,1628673,918867,16450,R,283335
233503,2003,22385,0,3215063,1040992,17579,L,0
233503,22385,2003,0,3215064,1040992,17579,R,0
2050156,19309,16547,0,1621912,319737,16581,L,81405
2050156,16547,19309,0,1622043,319772,16582,R,81405
2040876,9295,1157,0,1609133,316551,17299,L,179431
2040876,1157,9295,0,1609132,316587,17299,R,179431
4578076,17136,2515,0,7235497,1174775,17550,L,550685
4578076,2515,17136,0,7235498,1174775,17550,R,550685
2038592,4900,7087,0,1606393,315773,17275,L,254211
2038592,7087,4900,0,1606333,1000392,17275,R,254211
2033585,7475,2656,0,1633000,724348,17515,L,314117
2033585,2656,7475,0,1637905,1029301,17515,R,314117
2050182,935,2241,0,1621933,319779,16609,L,223859
2050182,2241,935,0,1621886,319630,16609,R,223859
2041844,13988,19329,1,1629897,1147484,17180,L,59999
2041844,19329,13988,1,1629896,1147484,17180,R,59999
3583055,3064,10846,0,5551325,780727,16446,R,381681
3583055,10846,3064,0,5551324,780729,16446,L,381681
4576809,7111,1692,0,8269836,1004955,16659,L,102397
4576809,1692,7111,0,8269837,1004879,16649,R,102397
2120454,8923,21196,1,1905972,894273,16229,L,107289
2120454,21196,8923,1,1905971,894273,16229,R,107289
3750178,17540,2369,0,6017836,982501,17121,L,333917
3750178,2369,17540,0,6017838,319657,17617,R,333917
2050878,16244,18862,0,1622887,319900,16607,R,418869
2050878,18862,16244,0,1622888,319917,16607,L,418869
3498429,12322,13798,0,5258112,947929,17467,L,382392
3498429,13798,12322,0,5258113,811627,17467,R,382392
4122775,16451,9361,0,6521457,315554,17308,L,376064
4122775,9361,16451,0,6521458,883138,17266,R,376064
2051239,1458,10784,0,8273776,996310,16904,L,331373
2051239,10784,1458,0,8273777,996309,16908,R,331373
5173919,9017,13273,0,8540046,1114665,17126,R,97096
5173919,13273,9017,0,8540045,1174835,16838,L,97096
4575048,9975,8021,0,7222299,1195317,50150,L,25622
4575048,8021,9975,0,7222300,1195317,50150,R,25622
2043131,4982,6810,0,1611604,317325,17179,L,100399
2043131,6810,4982,0,1611603,317273,17178,R,100399
5882557,12048,2067,1,10616014,1205238,16294,L,644835
5882557,2067,12048,1,10616015,1205238,16294,R,644835
4582400,23120,21214,0,7240567,321340,16416,L,232670
4582400,21214,23120,0,7240568,321336,16422,R,232670
4599179,8817,18999,0,7269834,1210682,16236,L,62762
4599179,18999,8817,0,7269835,339356,16564,R,62762
2121053,21693,3104,0,1906482,339728,50151,L,262666
2121053,3104,21693,0,1906519,1042141,50147,R,262666
2056692,6209,12120,0,1635590,321576,16450,R,149427
2056692,12120,6209,0,1635596,1042106,16425,L,149427
718989,11010,20517,0,3218738,552208,17591,R,178852
718989,20517,11010,0,3218739,552197,17591,L,178852
4578673,13254,20188,0,7235121,1205104,17597,L,0
4578673,20188,13254,0,7235122,1205105,17597,R,0
4576408,12221,23137,0,7235442,1000912,17054,L,97096
4576408,23137,12221,0,7235441,1000912,17054,R,97096
4577391,16590,2417,0,8261284,1004932,16604,L,221545
4577391,2417,16590,0,8261285,1154837,16603,R,221545
219237,11361,12689,1,3217885,552214,17479,L,175752
219237,12689,11361,1,3217884,552214,17479,R,175752
3659305,5226,6617,0,5904978,999431,17350,L,138717
3659305,6617,5226,0,5904979,316023,17286,R,138717
2040405,20553,13928,0,1608693,1005186,17262,L,172739
2040405,13928,20553,0,1608694,316379,17262,R,172739
2033753,7318,13457,1,8237888,314344,17401,L,379326
2033753,13457,7318,1,8237889,314344,17401,R,379326
4582145,14091,6844,0,7233907,1154938,16789,L,276946
4582145,6844,14091,0,7233908,320783,16742,R,276946
4581338,13869,17242,0,7235797,1006721,17562,L,252358
4581338,17242,13869,0,7235798,1006719,17570,R,252358
795429,15417,1428,0,3219245,552390,17413,L,95245
795429,1428,15417,0,3219246,790838,17442,R,95245
4597812,14510,13239,0,7266215,1043617,16831,R,294778
4597812,13239,14510,0,7266214,904956,16891,L,294778
4608760,978,5877,0,7295426,818753,17215,L,115557
4608760,5877,978,0,7295427,997511,17214,R,115557
2039535,13427,19135,0,1607670,316114,17376,R,436482
2039535,19135,13427,0,1607671,316101,17297,L,436482
4577118,22036,5140,0,7224216,1004947,16598,R,0
4577118,5140,22036,0,7224215,997236,16598,L,0
3499139,16697,1413,0,6617329,829973,17021,L,116665
3499139,1413,16697,0,6617330,796164,17021,R,116665
2053239,5735,5707,0,1640002,1077731,16712,L,377627
2053239,5707,5735,0,1640014,320677,16696,R,377627
2053263,816,2789,1,1625807,320688,16702,R,178270
2053263,2789,816,1,1625808,320688,16702,L,178270
4607984,2053,6846,0,7293712,706517,17411,L,331440
4607984,6846,2053,0,7293713,997693,17539,R,331440
4580254,9590,18244,0,7241203,1195268,17366,L,76916
4580254,18244,9590,0,7241204,1174831,17358,R,76916
2051014,216,1862,0,1623019,319973,16492,L,47980
2051014,1862,216,0,1623080,320023,16492,R,47980
4195194,22071,21451,0,6617596,996850,16434,R,157317
4195194,21451,22071,0,6617595,1119042,16434,L,157317
3659160,13537,21731,0,6413041,1210677,16499,L,272937
3659160,21731,13537,0,6413042,1028925,16562,R,272937
4578046,6888,22391,1,8261084,1154854,17167,L,336609
4578046,22391,6888,1,8261085,1154854,17167,R,336609
4576898,824,9237,0,7234530,1005089,17560,L,47970
4576898,9237,824,0,7234529,1201384,17560,R,47970
5173029,12181,18135,0,8535961,892930,17089,L,412929
5173029,18135,12181,0,8535962,829607,17031,R,412929
4199709,20949,11452,0,6624761,898724,16501,L,160488
4199709,11452,20949,0,6624762,1201432,16501,R,160488
4575090,13382,473,0,7226467,996791,16320,L,93696
4575090,473,13382,0,7226468,996790,16320,R,93696
3310586,16268,2018,0,4542607,999427,17580,R,209458
3310586,2018,16268,0,4542608,742188,17580,L,209458
4607860,6321,12157,0,7743598,1201381,17423,L,309749
4607860,12157,6321,0,7743599,1201381,17423,R,309749
2033896,9618,21683,0,1601458,1174780,17409,R,604251
2033896,21683,9618,0,1601459,314399,17403,L,604251
4580789,7925,17754,0,7228170,317549,16882,R,0
4580789,17754,7925,0,7228169,317549,16882,L,0
4577744,8697,6374,0,7236637,1154772,17090,L,294778
4577744,6374,8697,0,7236638,1154772,17090,R,294778
4123155,1683,9278,0,6522069,879022,16252,L,205258
4123155,9278,1683,0,6522070,879033,16252,R,205258
2055514,17812,15252,0,1627998,321257,16415,L,201304
2055514,15252,17812,0,1627969,321258,16422,R,201304
4581254,4636,3650,0,7240566,1174782,16602,R,336609
4581254,3650,4636,0,7240565,1210572,16602,L,336609
2051990,10479,2638,0,1624384,320296,16722,L,119630
2051990,2638,10479,0,1624383,320330,16722,R,119630
3983824,18094,9480,0,6336640,885302,16397,R,422416
3983824,9480,18094,0,6336639,1204932,16397,L,422416
2042551,21004,11594,0,1610898,997445,16999,L,268958
2042551,11594,21004,0,1610897,317162,16999,R,268958
2051909,14737,8523,0,1624289,320270,16722,L,119630
2051909,8523,14737,0,1624288,817740,16748,R,119630
4609621,11629,6560,0,7297404,1174838,16638,L,64636
4609621,6560,11629,0,7297405,1174837,16796,R,64636
2024244,9738,190,0,1585562,1029045,16244,L,405226
2024244,190,9738,0,1585362,873816,16244,R,405226
4575649,778,8224,0,7240322,1204933,16462,L,184478
4575649,8224,778,0,7240321,1204933,16462,R,184478
3626229,1360,15676,0,5844437,999134,16330,L,165539
3626229,15676,1360,0,5844443,724380,16330,R,165539
2047756,22508,22762,0,1618603,318933,17430,R,50960
2047756,22762,22508,0,1618458,997305,17587,L,50960
4575078,8871,12051,0,7222151,926573,16301,L,0
4575078,12051,8871,0,7222152,926573,16301,R,0
2041330,9329,6124,0,7263163,1174818,17218,R,222879
2041330,6124,9329,0,7263162,316662,17249,L,222879
2051146,22312,1468,0,1623251,320031,16909,L,415584
2051146,1468,22312,0,1623250,320008,16911,R,415584
4578501,2893,13751,0,7222758,1154874,17175,L,25645
4578501,13751,2893,0,7222757,1154874,17175,R,25645
4578515,5473,256,0,7233189,1210580,17305,R,123123
4578515,256,5473,0,7233190,1210579,17305,L,123123
2057696,908,7788,0,1644252,321843,16352,R,82909
2057696,7788,908,0,1644253,321841,16300,L,82909
2039594,21576,19924,0,1607713,316121,17283,L,388790
2039594,19924,21576,0,1607712,316131,17283,R,388790
4579155,14378,14283,0,7240510,1154823,17426,L,293980
4579155,14283,14378,0,7240509,1154823,17426,R,293980
4579139,6515,14303,0,7234662,314701,17426,L,293980
4579139,14303,6515,0,7234661,1154823,17426,R,293980
4706410,14174,820,0,7555748,1028750,16465,L,528572
4706410,820,14174,0,7555749,1028748,16465,R,528572
4607971,9905,1550,0,7293687,1201373,17539,R,398514
4607971,1550,9905,0,7293686,1201373,17539,L,398514
2024312,287,14700,0,1584947,311759,16244,R,98480
2024312,14700,287,0,1584948,311768,16244,L,98480
2041731,13812,1312,0,1610095,316804,17247,L,294369
2041731,1312,13812,0,1610094,316892,17244,R,294369
2041690,8805,17264,0,9484942,316807,17216,L,334016
2041690,17264,8805,0,9484943,316877,17215,R,334016
3837558,12867,13209,0,6141841,289154,16242,L,402835
3837558,13209,12867,0,6141842,311767,16242,R,402835
2022836,21869,1797,0,8258704,874648,16241,L,68687
2022836,1797,21869,0,8258705,874648,16241,R,68687
5263886,15797,18339,0,8749038,1118937,17051,R,604756
5263886,18339,15797,0,8749037,1118938,17047,L,604756
2044765,12972,13238,0,1614077,317961,16792,L,358415
2044765,13238,12972,0,1614076,317936,16790,R,358415
2051204,3819,10569,1,1623341,949970,16908,L,343816
2051204,10569,3819,1,1623340,949970,16908,R,343816
2044015,4488,8658,0,1612935,317662,16991,L,220681
2044015,8658,4488,0,1612934,317729,16988,R,220681
3310600,1029,2268,0,4538409,1005938,16479,L,183941
3310600,2268,1029,0,4538410,1005938,16479,R,183941
4607464,9564,5320,0,7292620,1040539,17010,L,25645
4607464,5320,9564,0,7292621,989678,17010,R,25645
4608414,21899,21998,0,7294799,741971,17179,L,354621
4608414,21998,21899,0,7294798,956211,17179,R,354621
2049734,2676,4638,0,1640418,319494,17573,L,149375
2049734,4638,2676,0,1640419,319649,17573,R,149375
2041362,19919,2055,0,1609707,981832,17175,L,49371
2041362,2055,19919,0,1609706,316767,17175,R,49371
2022979,15427,1058,0,1583888,311189,17615,R,75894
2022979,1058,15427,0,1585496,311188,17618,L,75894
4964889,3628,4750,0,8099192,1067376,16276,L,194051
4964889,4750,3628,0,8099193,1067375,16276,R,194051
4010651,19041,16029,0,6373303,1077476,16472,L,180304
4010651,16029,19041,0,6373304,870785,16472,R,180304
2037469,18830,11864,0,1605159,315519,17427,R,83043
2037469,11864,18830,0,1605160,315503,17427,L,83043
2049745,20930,10029,0,1621457,1043423,16613,L,162996
2049745,10029,20930,0,1621455,319609,16613,R,162996
3146658,8623,11491,0,8539159,317488,16871,L,233922
3146658,11491,8623,0,8539160,798832,16872,R,233922
3837699,15434,19775,0,6142113,339665,16287,L,159171
3837699,19775,15434,0,6142114,1155176,16261,R,159171
4582474,7809,6134,0,7235454,321592,16430,L,205916
4582474,6134,7809,0,7235453,321569,16483,R,205916
4584809,1553,8071,0,7227526,997397,16978,R,338875
4584809,8071,1553,0,7227525,997397,16978,L,338875
4609202,2376,17726,0,8557161,320512,17577,L,62762
4609202,17726,2376,0,8557162,1201432,16501,R,62762
2042927,1966,22888,0,1611310,913952,17180,L,336609
2042927,22888,1966,0,1611261,1174789,17165,R,336609
2055314,806,9564,0,2746343,1043645,17010,L,25645
2055314,9564,806,0,2746344,1064051,17000,R,25645
2050181,17469,12168,0,1621914,997138,17079,R,91720
2050181,12168,17469,0,1621995,319778,17081,L,91720
2057018,10427,6634,0,1629237,321644,16298,L,177595
2057018,6634,10427,0,1629259,321666,16298,R,177595
2057452,11241,21697,0,1629527,999410,16317,L,98033
2057452,21697,11241,0,1629558,1077906,16331,R,98033
4123266,12185,15667,1,6522260,1147634,16276,R,195251
4123266,15667,12185,1,6522259,1147634,16276,L,195251
4163860,15417,22478,0,6570938,790838,17442,R,272013
4163860,22478,15417,0,6570937,790837,17413,L,272013
4584862,3226,20909,0,7226136,997201,16598,R,398514
4584862,20909,3226,0,7226135,1154884,16598,L,398514
2054313,15690,4244,1,1638414,1000215,17121,L,296936
2054313,4244,15690,1,1638413,1000215,17121,R,296936
4610280,11597,9660,0,7298748,1000379,17357,L,0
4610280,9660,11597,0,7298749,1000379,17357,R,0
4584512,15654,23133,0,7286347,1174802,16515,R,95112
4584512,23133,15654,0,7286346,1043547,16515,L,95112
2051669,19335,17007,0,1623990,320194,16590,L,402729
2051669,17007,19335,0,1623988,320213,16590,R,402729
4583679,5358,10581,0,7235373,1195163,16442,L,157317
4583679,10581,5358,0,7235374,1210452,16442,R,157317
2043937,22763,23179,0,1612560,317639,17155,L,76706
2043937,23179,22763,0,1612840,1174791,17175,R,76706
4583026,7276,14274,0,7229733,947816,17205,L,367747
4583026,14274,7276,0,7229734,1154846,17184,R,367747
2057086,22889,1496,1,1644106,843349,16383,L,118110
2057086,1496,22889,1,1640977,843349,16383,R,118110
2053842,10960,2544,1,1626458,320748,16480,L,93013
2053842,2544,10960,1,1626457,320748,16480,R,93013
4579015,5903,3979,0,7232377,997657,17315,L,331440
4579015,3979,5903,0,7232378,997693,17539,R,331440
2038033,22096,12257,0,1633286,315642,17275,L,311466
2038033,12257,22096,0,1632222,315567,17275,R,311466
5462502,19144,20099,0,9196430,999426,16249,L,337967
5462502,20099,19144,0,9196431,321063,16321,R,337967
2120404,6815,22333,0,1905907,909077,50145,L,259133
2120404,22333,6815,0,1905906,339545,50146,R,259133
719183,12296,6244,0,3218844,552286,17480,L,172639
719183,6244,12296,0,3218829,1195258,17419,R,172639
3311660,7279,7279,0,4543929,1155169,50148,R,331037
3311660,7279,7279,0,4543930,1155169,50148,L,331037
4703816,9326,20620,0,7543486,1029134,16423,L,526207
